"time","%.mean_value"
"2023-12-15T13:04:00.000+04:00",
"2023-12-15T18:08:00.000+04:00",
"2023-12-15T23:12:00.000+04:00",
"2023-12-16T04:16:00.000+04:00",
"2023-12-16T09:20:00.000+04:00",
"2023-12-16T14:24:00.000+04:00",
"2023-12-16T19:28:00.000+04:00",
"2023-12-17T00:32:00.000+04:00",
"2023-12-17T05:36:00.000+04:00",
"2023-12-17T10:40:00.000+04:00",
"2023-12-17T15:44:00.000+04:00",
"2023-12-17T20:48:00.000+04:00",
"2023-12-18T01:52:00.000+04:00",
"2023-12-18T06:56:00.000+04:00",
"2023-12-18T12:00:00.000+04:00",
"2023-12-18T17:04:00.000+04:00",
"2023-12-18T22:08:00.000+04:00",
"2023-12-19T03:12:00.000+04:00",
"2023-12-19T08:16:00.000+04:00",
"2023-12-19T13:20:00.000+04:00",
"2023-12-19T18:24:00.000+04:00",
"2023-12-19T23:28:00.000+04:00",
"2023-12-20T04:32:00.000+04:00",
"2023-12-20T09:36:00.000+04:00",
"2023-12-20T14:40:00.000+04:00",
"2023-12-20T19:44:00.000+04:00",
"2023-12-21T00:48:00.000+04:00",
"2023-12-21T05:52:00.000+04:00",
"2023-12-21T10:56:00.000+04:00",
"2023-12-21T16:00:00.000+04:00",
"2023-12-21T21:04:00.000+04:00",
"2023-12-22T02:08:00.000+04:00",
"2023-12-22T07:12:00.000+04:00",
"2023-12-22T12:16:00.000+04:00",
"2023-12-22T17:20:00.000+04:00",
"2023-12-22T22:24:00.000+04:00",
"2023-12-23T03:28:00.000+04:00",
"2023-12-23T08:32:00.000+04:00",
"2023-12-23T13:36:00.000+04:00",
"2023-12-23T18:40:00.000+04:00",
"2023-12-23T23:44:00.000+04:00",
"2023-12-24T04:48:00.000+04:00",
"2023-12-24T09:52:00.000+04:00",
"2023-12-24T14:56:00.000+04:00",
"2023-12-24T20:00:00.000+04:00",
"2023-12-25T01:04:00.000+04:00",
"2023-12-25T06:08:00.000+04:00",
"2023-12-25T11:12:00.000+04:00",
"2023-12-25T16:16:00.000+04:00",
"2023-12-25T21:20:00.000+04:00",
"2023-12-26T02:24:00.000+04:00",
"2023-12-26T07:28:00.000+04:00",
"2023-12-26T12:32:00.000+04:00",
"2023-12-26T17:36:00.000+04:00",
"2023-12-26T22:40:00.000+04:00",
"2023-12-27T03:44:00.000+04:00",
"2023-12-27T08:48:00.000+04:00",
"2023-12-27T13:52:00.000+04:00",
"2023-12-27T18:56:00.000+04:00",
"2023-12-28T00:00:00.000+04:00",
"2023-12-28T05:04:00.000+04:00",
"2023-12-28T10:08:00.000+04:00",
"2023-12-28T15:12:00.000+04:00",
"2023-12-28T20:16:00.000+04:00",
"2023-12-29T01:20:00.000+04:00",
"2023-12-29T06:24:00.000+04:00",
"2023-12-29T11:28:00.000+04:00",
"2023-12-29T16:32:00.000+04:00",
"2023-12-29T21:36:00.000+04:00",
"2023-12-30T02:40:00.000+04:00",
"2023-12-30T07:44:00.000+04:00",
"2023-12-30T12:48:00.000+04:00",
"2023-12-30T17:52:00.000+04:00",
"2023-12-30T22:56:00.000+04:00",
"2023-12-31T04:00:00.000+04:00",
"2023-12-31T09:04:00.000+04:00",
"2023-12-31T14:08:00.000+04:00",
"2023-12-31T19:12:00.000+04:00",
"2024-01-01T00:16:00.000+04:00",
"2024-01-01T05:20:00.000+04:00",
"2024-01-01T10:24:00.000+04:00",
"2024-01-01T15:28:00.000+04:00",
"2024-01-01T20:32:00.000+04:00",
"2024-01-02T01:36:00.000+04:00",
"2024-01-02T06:40:00.000+04:00",
"2024-01-02T11:44:00.000+04:00",
"2024-01-02T16:48:00.000+04:00",
"2024-01-02T21:52:00.000+04:00",
"2024-01-03T02:56:00.000+04:00",
"2024-01-03T08:00:00.000+04:00","64.16666666666667"
"2024-01-03T13:04:00.000+04:00","65.64814814814814"
"2024-01-03T18:08:00.000+04:00","68.58421052631579"
"2024-01-03T23:12:00.000+04:00","69.92222222222222"
"2024-01-04T04:16:00.000+04:00","69.44000000000001"
"2024-01-04T09:20:00.000+04:00","63.75769230769231"
"2024-01-04T14:24:00.000+04:00","63.53333333333333"
"2024-01-04T19:28:00.000+04:00",
"2024-01-05T00:32:00.000+04:00",
"2024-01-05T05:36:00.000+04:00",
"2024-01-05T10:40:00.000+04:00",
"2024-01-05T15:44:00.000+04:00",
"2024-01-05T20:48:00.000+04:00",
"2024-01-06T01:52:00.000+04:00",
"2024-01-06T06:56:00.000+04:00",
"2024-01-06T12:00:00.000+04:00",
"2024-01-06T17:04:00.000+04:00",
"2024-01-06T22:08:00.000+04:00",
"2024-01-07T03:12:00.000+04:00",
"2024-01-07T08:16:00.000+04:00",
"2024-01-07T13:20:00.000+04:00","52.406451612903226"
"2024-01-07T18:24:00.000+04:00","58.296874999999986"
"2024-01-07T23:28:00.000+04:00","64.17142857142856"
"2024-01-08T04:32:00.000+04:00","63.91304347826086"
"2024-01-08T09:36:00.000+04:00","63.003030303030314"
"2024-01-08T14:40:00.000+04:00","59.956250000000004"
"2024-01-08T19:44:00.000+04:00",
"2024-01-09T00:48:00.000+04:00",
"2024-01-09T05:52:00.000+04:00",
"2024-01-09T10:56:00.000+04:00","54.38235294117647"
"2024-01-09T16:00:00.000+04:00",
"2024-01-09T21:04:00.000+04:00",
"2024-01-10T02:08:00.000+04:00",
"2024-01-10T07:12:00.000+04:00","57.04"
"2024-01-10T12:16:00.000+04:00",
"2024-01-10T17:20:00.000+04:00",
"2024-01-10T22:24:00.000+04:00",
"2024-01-11T03:28:00.000+04:00",
"2024-01-11T08:32:00.000+04:00","57.300000000000004"
"2024-01-11T13:36:00.000+04:00","56.98421052631579"
"2024-01-11T18:40:00.000+04:00","59.023809523809526"
"2024-01-11T23:44:00.000+04:00","59.525"
"2024-01-12T04:48:00.000+04:00","58.943396226415096"
"2024-01-12T09:52:00.000+04:00","53.60789473684212"
"2024-01-12T14:56:00.000+04:00","48.05813953488372"
"2024-01-12T20:00:00.000+04:00","49.090909090909086"
"2024-01-13T01:04:00.000+04:00","49.534177215189864"
"2024-01-13T06:08:00.000+04:00","48.91384615384617"
"2024-01-13T11:12:00.000+04:00","47.846969696969715"
"2024-01-13T16:16:00.000+04:00","51.212244897959174"
"2024-01-13T21:20:00.000+04:00","56.25000000000001"
"2024-01-14T02:24:00.000+04:00","57.87777777777777"
"2024-01-14T07:28:00.000+04:00","59.17407407407408"
"2024-01-14T12:32:00.000+04:00","50.63863636363637"
"2024-01-14T17:36:00.000+04:00","46.711627906976744"
"2024-01-14T22:40:00.000+04:00",
"2024-01-15T03:44:00.000+04:00",
"2024-01-15T08:48:00.000+04:00","49.96"
"2024-01-15T13:52:00.000+04:00","47.28749999999999"
"2024-01-15T18:56:00.000+04:00","58.33636363636364"
"2024-01-16T00:00:00.000+04:00","58.96938775510202"
"2024-01-16T05:04:00.000+04:00","58.25714285714285"
"2024-01-16T10:08:00.000+04:00","59.091836734693885"
"2024-01-16T15:12:00.000+04:00","67.73333333333335"
"2024-01-16T20:16:00.000+04:00","76.46571428571427"
"2024-01-17T01:20:00.000+04:00","77.14567901234568"
"2024-01-17T06:24:00.000+04:00","75.55853658536584"
"2024-01-17T11:28:00.000+04:00","62.760784313725495"
"2024-01-17T16:32:00.000+04:00","58.83529411764705"
"2024-01-17T21:36:00.000+04:00","58.775000000000006"
"2024-01-18T02:40:00.000+04:00","59.77272727272728"
"2024-01-18T07:44:00.000+04:00","61.08444444444445"
"2024-01-18T12:48:00.000+04:00","62.56829268292683"
"2024-01-18T17:52:00.000+04:00","66.73846153846154"
"2024-01-18T22:56:00.000+04:00","66.16153846153846"
"2024-01-19T04:00:00.000+04:00","65.86666666666666"
"2024-01-19T09:04:00.000+04:00","67.87307692307692"
"2024-01-19T14:08:00.000+04:00","64.93181818181819"
"2024-01-19T19:12:00.000+04:00","64.06428571428572"
"2024-01-20T00:16:00.000+04:00","63.97647058823529"
"2024-01-20T05:20:00.000+04:00","63.073684210526324"
"2024-01-20T10:24:00.000+04:00","63.662499999999994"
"2024-01-20T15:28:00.000+04:00","65.55806451612904"
"2024-01-20T20:32:00.000+04:00","65.78947368421052"
"2024-01-21T01:36:00.000+04:00","65.5125"
"2024-01-21T06:40:00.000+04:00","65.80454545454546"
"2024-01-21T11:44:00.000+04:00","62.45833333333332"
"2024-01-21T16:48:00.000+04:00","59.24772727272727"
"2024-01-21T21:52:00.000+04:00","60.77857142857142"
"2024-01-22T02:56:00.000+04:00","62.28666666666666"
"2024-01-22T08:00:00.000+04:00","63.75454545454544"
"2024-01-22T13:04:00.000+04:00","62.65"
"2024-01-22T18:08:00.000+04:00","64.65882352941176"
"2024-01-22T23:12:00.000+04:00","65.91764705882352"
"2024-01-23T04:16:00.000+04:00","65.8"
"2024-01-23T09:20:00.000+04:00","64.3309523809524"
"2024-01-23T14:24:00.000+04:00","63.548571428571435"
"2024-01-23T19:28:00.000+04:00","65.36363636363636"
"2024-01-24T00:32:00.000+04:00","66.35263157894737"
"2024-01-24T05:36:00.000+04:00","66.93793103448277"
"2024-01-24T10:40:00.000+04:00","59.40249999999999"
"2024-01-24T15:44:00.000+04:00","57.66666666666668"
"2024-01-24T20:48:00.000+04:00","62.686842105263146"
"2024-01-25T01:52:00.000+04:00","59.13666666666666"
"2024-01-25T06:56:00.000+04:00","54.61842105263158"
"2024-01-25T12:00:00.000+04:00","42.31475409836065"
"2024-01-25T17:04:00.000+04:00","49.35333333333334"
"2024-01-25T22:08:00.000+04:00","53.788679245283014"
"2024-01-26T03:12:00.000+04:00","53.56315789473687"
"2024-01-26T08:16:00.000+04:00","47.7"
"2024-01-26T13:20:00.000+04:00","40.71818181818181"
"2024-01-26T18:24:00.000+04:00","50.86842105263159"
"2024-01-26T23:28:00.000+04:00","56.95454545454547"
"2024-01-27T04:32:00.000+04:00","56.84705882352942"
"2024-01-27T09:36:00.000+04:00","60.081818181818186"
"2024-01-27T14:40:00.000+04:00","59.226829268292676"
"2024-01-27T19:44:00.000+04:00","69.81363636363636"
"2024-01-28T00:48:00.000+04:00","70.07272727272726"
"2024-01-28T05:52:00.000+04:00","70.10571428571428"
"2024-01-28T10:56:00.000+04:00","69.06363636363636"
"2024-01-28T16:00:00.000+04:00","52.70625"
"2024-01-28T21:04:00.000+04:00","54.01333333333333"
"2024-01-29T02:08:00.000+04:00","57.45"
"2024-01-29T07:12:00.000+04:00","58.639999999999986"
"2024-01-29T12:16:00.000+04:00","57.2774193548387"
"2024-01-29T17:20:00.000+04:00","56.396296296296306"
"2024-01-29T22:24:00.000+04:00","56.51379310344827"
"2024-01-30T03:28:00.000+04:00","58.28064516129032"
"2024-01-30T08:32:00.000+04:00",
"2024-01-30T13:36:00.000+04:00",
"2024-01-30T18:40:00.000+04:00",
"2024-01-30T23:44:00.000+04:00",
"2024-01-31T04:48:00.000+04:00","57.8"
"2024-01-31T09:52:00.000+04:00","54.9222222222222"
"2024-01-31T14:56:00.000+04:00","58.38055555555556"
"2024-01-31T20:00:00.000+04:00","68.28888888888889"
"2024-02-01T01:04:00.000+04:00","70.87307692307692"
"2024-02-01T06:08:00.000+04:00","72.8888888888889"
"2024-02-01T11:12:00.000+04:00","69.10263157894735"
"2024-02-01T16:16:00.000+04:00","69.69629629629628"
"2024-02-01T21:20:00.000+04:00","73.07199999999999"
"2024-02-02T02:24:00.000+04:00","74.26315789473684"
"2024-02-02T07:28:00.000+04:00","68.99166666666667"
"2024-02-02T12:32:00.000+04:00","62.220588235294116"
"2024-02-02T17:36:00.000+04:00","56.11111111111112"
"2024-02-02T22:40:00.000+04:00","57.388888888888886"
"2024-02-03T03:44:00.000+04:00","55.03181818181818"
"2024-02-03T08:48:00.000+04:00","53.65531914893617"
"2024-02-03T13:52:00.000+04:00","52.082926829268295"
"2024-02-03T18:56:00.000+04:00","50.31555555555555"
"2024-02-04T00:00:00.000+04:00","51.285185185185185"
"2024-02-04T05:04:00.000+04:00","51.3625"
"2024-02-04T10:08:00.000+04:00","50.76938775510204"
"2024-02-04T15:12:00.000+04:00","47.69454545454544"
"2024-02-04T20:16:00.000+04:00","47.19322033898305"
"2024-02-05T01:20:00.000+04:00","48.163999999999994"
"2024-02-05T06:24:00.000+04:00","52.08"
"2024-02-05T11:28:00.000+04:00","53.36052631578948"
"2024-02-05T16:32:00.000+04:00","52.15333333333332"
"2024-02-05T21:36:00.000+04:00","53.272"
"2024-02-06T02:40:00.000+04:00","55.349999999999994"
"2024-02-06T07:44:00.000+04:00","54.474358974358985"
"2024-02-06T12:48:00.000+04:00","51.53921568627452"
"2024-02-06T17:52:00.000+04:00","51.900000000000006"
"2024-02-06T22:56:00.000+04:00","51.650000000000006"
"2024-02-07T04:00:00.000+04:00","52.03157894736843"
"2024-02-07T09:04:00.000+04:00","53.87380952380954"
"2024-02-07T14:08:00.000+04:00","54.019047619047626"
"2024-02-07T19:12:00.000+04:00","52.892500000000005"
"2024-02-08T00:16:00.000+04:00","51.821739130434786"
"2024-02-08T05:20:00.000+04:00","52.57741935483871"
"2024-02-08T10:24:00.000+04:00","55.47213114754098"
"2024-02-08T15:28:00.000+04:00","64.27037037037037"
"2024-02-08T20:32:00.000+04:00","63.93061224489795"
"2024-02-09T01:36:00.000+04:00","63.18974358974358"
"2024-02-09T06:40:00.000+04:00","60.6480769230769"
"2024-02-09T11:44:00.000+04:00","59.41666666666666"
"2024-02-09T16:48:00.000+04:00","59.41764705882355"
"2024-02-09T21:52:00.000+04:00","58.6388888888889"
"2024-02-10T02:56:00.000+04:00","57.46315789473683"
"2024-02-10T08:00:00.000+04:00","54.72941176470589"
"2024-02-10T13:04:00.000+04:00","53.8"
"2024-02-10T18:08:00.000+04:00","57.34347826086957"
"2024-02-10T23:12:00.000+04:00","59.71923076923079"
"2024-02-11T04:16:00.000+04:00","63.62"
"2024-02-11T09:20:00.000+04:00","67.05416666666666"
"2024-02-11T14:24:00.000+04:00","68.28181818181815"
"2024-02-11T19:28:00.000+04:00","68.71111111111112"
"2024-02-12T00:32:00.000+04:00","69.37428571428572"
"2024-02-12T05:36:00.000+04:00","72.53499999999998"
"2024-02-12T10:40:00.000+04:00","73.54761904761904"
"2024-02-12T15:44:00.000+04:00","73.10178571428567"
"2024-02-12T20:48:00.000+04:00","72.49565217391304"
"2024-02-13T01:52:00.000+04:00","70.07142857142857"
"2024-02-13T06:56:00.000+04:00","70.72105263157896"
"2024-02-13T12:00:00.000+04:00","71.0625"
"2024-02-13T17:04:00.000+04:00","69.22586206896551"
"2024-02-13T22:08:00.000+04:00","69.95000000000002"
"2024-02-14T03:12:00.000+04:00","71.075"
"2024-02-14T08:16:00.000+04:00","73.1125"
"2024-02-14T13:20:00.000+04:00","67.53999999999999"
"2024-02-14T18:24:00.000+04:00","68.62499999999999"
"2024-02-14T23:28:00.000+04:00","69.48"
"2024-02-15T04:32:00.000+04:00","68.7925925925926"
"2024-02-15T09:36:00.000+04:00","68.53777777777779"
"2024-02-15T14:40:00.000+04:00","69.74642857142858"
"2024-02-15T19:44:00.000+04:00","72.29750000000003"
"2024-02-16T00:48:00.000+04:00","73.06923076923077"
"2024-02-16T05:52:00.000+04:00","75.5166666666667"
"2024-02-16T10:56:00.000+04:00","73.22333333333333"
"2024-02-16T16:00:00.000+04:00","73.3081081081081"
"2024-02-16T21:04:00.000+04:00","73.20980392156864"
"2024-02-17T02:08:00.000+04:00","72.57241379310344"
"2024-02-17T07:12:00.000+04:00","72.2"
"2024-02-17T12:16:00.000+04:00","71.17857142857142"
"2024-02-17T17:20:00.000+04:00","70.78000000000002"
"2024-02-17T22:24:00.000+04:00","70.67179487179487"
"2024-02-18T03:28:00.000+04:00","68.57058823529411"
"2024-02-18T08:32:00.000+04:00","61.05263157894737"
"2024-02-18T13:36:00.000+04:00","59.432432432432435"
"2024-02-18T18:40:00.000+04:00","57.38484848484849"
"2024-02-18T23:44:00.000+04:00","59.37142857142857"
"2024-02-19T04:48:00.000+04:00","60.431250000000006"
"2024-02-19T09:52:00.000+04:00","59.39999999999999"
"2024-02-19T14:56:00.000+04:00","61.51333333333334"
"2024-02-19T20:00:00.000+04:00","62.768"
"2024-02-20T01:04:00.000+04:00","63.082352941176474"
"2024-02-20T06:08:00.000+04:00","63.48260869565218"
"2024-02-20T11:12:00.000+04:00","62.35"
"2024-02-20T16:16:00.000+04:00","62.861764705882344"
"2024-02-20T21:20:00.000+04:00","67.22272727272725"
"2024-02-21T02:24:00.000+04:00","69.65517241379311"
"2024-02-21T07:28:00.000+04:00","65.44782608695652"
"2024-02-21T12:32:00.000+04:00","61.904651162790714"
"2024-02-21T17:36:00.000+04:00","62.59310344827585"
"2024-02-21T22:40:00.000+04:00","63.80454545454545"
"2024-02-22T03:44:00.000+04:00","64.57391304347826"
"2024-02-22T08:48:00.000+04:00","67.62857142857145"
"2024-02-22T13:52:00.000+04:00","66.00312500000001"
"2024-02-22T18:56:00.000+04:00","66.21875"
"2024-02-23T00:00:00.000+04:00","66.4470588235294"
"2024-02-23T05:04:00.000+04:00","65.925"
"2024-02-23T10:08:00.000+04:00","66.34210526315789"
"2024-02-23T15:12:00.000+04:00","67.1837837837838"
"2024-02-23T20:16:00.000+04:00","67.21666666666667"
"2024-02-24T01:20:00.000+04:00","67.41538461538461"
"2024-02-24T06:24:00.000+04:00","68.35789473684211"
"2024-02-24T11:28:00.000+04:00","69.12222222222223"
"2024-02-24T16:32:00.000+04:00","70.63749999999999"
"2024-02-24T21:36:00.000+04:00","70.15454545454546"
"2024-02-25T02:40:00.000+04:00","69.9421052631579"
"2024-02-25T07:44:00.000+04:00","70.04827586206898"
"2024-02-25T12:48:00.000+04:00","66.61363636363636"
"2024-02-25T17:52:00.000+04:00","66.14444444444445"
"2024-02-25T22:56:00.000+04:00","66.825"
"2024-02-26T04:00:00.000+04:00","67.43214285714285"
"2024-02-26T09:04:00.000+04:00","60.59772727272729"
"2024-02-26T14:08:00.000+04:00","63.41627906976744"
"2024-02-26T19:12:00.000+04:00","62.04705882352941"
"2024-02-27T00:16:00.000+04:00","62.6"
"2024-02-27T05:20:00.000+04:00","65.3258064516129"
"2024-02-27T10:24:00.000+04:00","63.67021276595744"
"2024-02-27T15:28:00.000+04:00","60.35749999999998"
"2024-02-27T20:32:00.000+04:00","58.65675675675675"
"2024-02-28T01:36:00.000+04:00","59.404761904761905"
"2024-02-28T06:40:00.000+04:00","61.87631578947368"
"2024-02-28T11:44:00.000+04:00","63.218"
"2024-02-28T16:48:00.000+04:00","65.33999999999999"
"2024-02-28T21:52:00.000+04:00","69.20212765957443"
"2024-02-29T02:56:00.000+04:00","70.74"
"2024-02-29T08:00:00.000+04:00","69.77954545454547"
"2024-02-29T13:04:00.000+04:00","60.589999999999996"